TED_id,Rating,Total_count
664,Ingenious,16
665,Ingenious,199
666,Ingenious,69
667,Ingenious,224
668,Ingenious,182
669,Ingenious,299
670,Ingenious,74
671,Ingenious,22
672,Ingenious,596
673,Ingenious,5
674,Ingenious,115
675,Ingenious,1746
676,Ingenious,119
677,Ingenious,3413
678,Ingenious,9
679,Ingenious,119
680,Ingenious,13
681,Ingenious,224
682,Ingenious,682
683,Ingenious,20
684,Ingenious,633
685,Ingenious,247
686,Ingenious,182
687,Ingenious,653
688,Ingenious,242
689,Ingenious,5
690,Ingenious,87
691,Ingenious,251
692,Ingenious,1116
693,Ingenious,95
694,Ingenious,11
695,Ingenious,96
696,Ingenious,9
697,Ingenious,36
698,Ingenious,428
699,Ingenious,16
700,Ingenious,150
701,Ingenious,34
702,Ingenious,337
703,Ingenious,145
704,Ingenious,57
705,Ingenious,365
706,Ingenious,40
707,Ingenious,146
708,Ingenious,139
709,Ingenious,73
710,Ingenious,14
711,Ingenious,207
712,Ingenious,13
713,Ingenious,203
714,Ingenious,83
715,Ingenious,55
716,Ingenious,224
717,Ingenious,57
718,Ingenious,105
719,Ingenious,73
720,Ingenious,3
721,Ingenious,154
722,Ingenious,366
723,Ingenious,225
724,Ingenious,62
725,Ingenious,92
726,Ingenious,339
727,Ingenious,12
728,Ingenious,539
729,Ingenious,60
730,Ingenious,194
731,Ingenious,179
732,Ingenious,205
733,Ingenious,53
734,Ingenious,909
735,Ingenious,148
736,Ingenious,279
737,Ingenious,3
738,Ingenious,42
739,Ingenious,60
740,Ingenious,404
741,Ingenious,20
742,Ingenious,72
743,Ingenious,16
744,Ingenious,59
745,Ingenious,156
746,Ingenious,44
747,Ingenious,229
748,Ingenious,277
749,Ingenious,754
750,Ingenious,18
751,Ingenious,342
752,Ingenious,40
753,Ingenious,16
754,Ingenious,183
755,Ingenious,143
756,Ingenious,45
757,Ingenious,13
758,Ingenious,187
759,Ingenious,51
760,Ingenious,627
761,Ingenious,66
762,Ingenious,31
763,Ingenious,19
764,Ingenious,221
765,Ingenious,9
766,Ingenious,146
767,Ingenious,29
768,Ingenious,172
769,Ingenious,32
770,Ingenious,77
771,Ingenious,381
772,Ingenious,22
773,Ingenious,0
774,Ingenious,343
775,Ingenious,49
776,Ingenious,19
777,Ingenious,45
778,Ingenious,249
779,Ingenious,20
780,Ingenious,293
781,Ingenious,862
782,Ingenious,81
783,Ingenious,37
784,Ingenious,116
785,Ingenious,85
786,Ingenious,160
787,Ingenious,75
788,Ingenious,39
789,Ingenious,185
790,Ingenious,245
791,Ingenious,16
792,Ingenious,146
793,Ingenious,85
794,Ingenious,9
795,Ingenious,67
796,Ingenious,29
797,Ingenious,160
798,Ingenious,56
799,Ingenious,16
800,Ingenious,87
801,Ingenious,214
802,Ingenious,136
803,Ingenious,616
804,Ingenious,28
805,Ingenious,258
806,Ingenious,187
807,Ingenious,231
808,Ingenious,1
809,Ingenious,48
810,Ingenious,31
811,Ingenious,291
812,Ingenious,296
813,Ingenious,244
814,Ingenious,17
815,Ingenious,218
816,Ingenious,4
817,Ingenious,10
818,Ingenious,18
819,Ingenious,631
820,Ingenious,578
821,Ingenious,129
822,Ingenious,285
823,Ingenious,70
824,Ingenious,505
825,Ingenious,154
826,Ingenious,48
827,Ingenious,77
828,Ingenious,73
829,Ingenious,16
830,Ingenious,115
831,Ingenious,98
832,Ingenious,245
833,Ingenious,893
834,Ingenious,16
835,Ingenious,128
836,Ingenious,43
837,Ingenious,1094
838,Ingenious,84
839,Ingenious,163
840,Ingenious,135
841,Ingenious,377
842,Ingenious,203
843,Ingenious,156
844,Ingenious,13
845,Ingenious,222
846,Ingenious,242
847,Ingenious,77
848,Ingenious,80
849,Ingenious,29
850,Ingenious,5
851,Ingenious,33
852,Ingenious,149
853,Ingenious,162
854,Ingenious,117
855,Ingenious,205
856,Ingenious,99
857,Ingenious,60
858,Ingenious,9
859,Ingenious,173
860,Ingenious,51
861,Ingenious,41
862,Ingenious,96
863,Ingenious,45
864,Ingenious,213
865,Ingenious,196
866,Ingenious,12
867,Ingenious,1108
868,Ingenious,49
869,Ingenious,13
870,Ingenious,351
871,Ingenious,27
872,Ingenious,44
873,Ingenious,22
874,Ingenious,47
875,Ingenious,34
876,Ingenious,11
877,Ingenious,150
878,Ingenious,21
879,Ingenious,31
880,Ingenious,402
881,Ingenious,20
882,Ingenious,28
883,Ingenious,457
884,Ingenious,18
885,Ingenious,1971
886,Ingenious,832
887,Ingenious,155
888,Ingenious,124
889,Ingenious,72
890,Ingenious,76
891,Ingenious,68
892,Ingenious,498
893,Ingenious,457
894,Ingenious,41
895,Ingenious,64
896,Ingenious,381
897,Ingenious,28
898,Ingenious,111
899,Ingenious,145
900,Ingenious,417
901,Ingenious,368
902,Ingenious,818
903,Ingenious,379
904,Ingenious,21
905,Ingenious,34
906,Ingenious,465
907,Ingenious,414
908,Ingenious,22
909,Ingenious,10
910,Ingenious,345
911,Ingenious,216
912,Ingenious,41
913,Ingenious,1086
914,Ingenious,142
915,Ingenious,167
916,Ingenious,550
917,Ingenious,800
918,Ingenious,26
919,Ingenious,76
920,Ingenious,84
921,Ingenious,52
922,Ingenious,636
923,Ingenious,355
924,Ingenious,474
925,Ingenious,246
926,Ingenious,10
927,Ingenious,235
928,Ingenious,366
929,Ingenious,173
930,Ingenious,84
931,Ingenious,33
932,Ingenious,581
933,Ingenious,167
934,Ingenious,249
935,Ingenious,32
936,Ingenious,384
937,Ingenious,557
938,Ingenious,94
939,Ingenious,24
940,Ingenious,558
941,Ingenious,151
942,Ingenious,487
943,Ingenious,10
944,Ingenious,5
945,Ingenious,45
946,Ingenious,27
947,Ingenious,35
948,Ingenious,275
949,Ingenious,80
950,Ingenious,468
951,Ingenious,151
952,Ingenious,36
953,Ingenious,222
954,Ingenious,532
955,Ingenious,146
956,Ingenious,58
957,Ingenious,6
958,Ingenious,161
959,Ingenious,461
960,Ingenious,61
961,Ingenious,13
962,Ingenious,214
963,Ingenious,37
964,Ingenious,45
965,Ingenious,149
966,Ingenious,8
967,Ingenious,30
968,Ingenious,148
969,Ingenious,19
970,Ingenious,227
971,Ingenious,40
972,Ingenious,266
973,Ingenious,386
974,Ingenious,204
975,Ingenious,45
976,Ingenious,49
977,Ingenious,30
978,Ingenious,17
979,Ingenious,57
980,Ingenious,208
981,Ingenious,7
982,Ingenious,157
983,Ingenious,138
984,Ingenious,546
985,Ingenious,1333
986,Ingenious,38
987,Ingenious,313
988,Ingenious,204
989,Ingenious,42
990,Ingenious,229
991,Ingenious,80
992,Ingenious,1235
993,Ingenious,93
994,Ingenious,47
995,Ingenious,89
996,Ingenious,41
997,Ingenious,99
998,Ingenious,15
999,Ingenious,71
1000,Ingenious,37
1001,Ingenious,1102
1002,Ingenious,35
1003,Ingenious,56
1004,Ingenious,39
1005,Ingenious,185
1006,Ingenious,21
1007,Ingenious,29
1008,Ingenious,32
1009,Ingenious,172
1010,Ingenious,249
1011,Ingenious,26
1012,Ingenious,79
1013,Ingenious,127
1014,Ingenious,68
1015,Ingenious,47
1016,Ingenious,57
1017,Ingenious,140
1018,Ingenious,603
1019,Ingenious,51
1020,Ingenious,21
1021,Ingenious,156
1022,Ingenious,57
1023,Ingenious,143
1024,Ingenious,6
1025,Ingenious,128
1026,Ingenious,3
1027,Ingenious,42
1028,Ingenious,194
1029,Ingenious,350
1030,Ingenious,1197
1031,Ingenious,570
1032,Ingenious,27
1033,Ingenious,159
1034,Ingenious,84
1035,Ingenious,3
1036,Ingenious,406
1037,Ingenious,546
1038,Ingenious,789
1039,Ingenious,691
1040,Ingenious,7
1041,Ingenious,198
1042,Ingenious,147
1043,Ingenious,87
1044,Ingenious,434
1045,Ingenious,92
1046,Ingenious,168
1047,Ingenious,123
1048,Ingenious,191
1049,Ingenious,161
1050,Ingenious,140
1051,Ingenious,187
1052,Ingenious,258
1053,Ingenious,9
1054,Ingenious,62
1055,Ingenious,193
1056,Ingenious,505
1057,Ingenious,178
1058,Ingenious,148
1059,Ingenious,662
1060,Ingenious,80
1061,Ingenious,39
1062,Ingenious,192
1063,Ingenious,154
1064,Ingenious,268
1065,Ingenious,79
1066,Ingenious,96
1067,Ingenious,103
1068,Ingenious,23
1069,Ingenious,180
1070,Ingenious,355
1071,Ingenious,144
1072,Ingenious,537
1073,Ingenious,84
1074,Ingenious,118
1075,Ingenious,56
1076,Ingenious,381
1077,Ingenious,42
1078,Ingenious,77
1079,Ingenious,6
1080,Ingenious,92
1081,Ingenious,18
1082,Ingenious,1443
1083,Ingenious,36
1084,Ingenious,322
1085,Ingenious,70
1086,Ingenious,198
1087,Ingenious,36
1088,Ingenious,8
1089,Ingenious,427
1090,Ingenious,59
1091,Ingenious,349
1092,Ingenious,6
1093,Ingenious,69
1094,Ingenious,84
1095,Ingenious,94
1096,Ingenious,237
1097,Ingenious,111
1098,Ingenious,4
1099,Ingenious,30
1100,Ingenious,80
1101,Ingenious,127
1102,Ingenious,85
1103,Ingenious,275
1104,Ingenious,25
1105,Ingenious,141
1106,Ingenious,137
1107,Ingenious,89
1108,Ingenious,10
1109,Ingenious,233
1110,Ingenious,3
1111,Ingenious,276
1112,Ingenious,13
1113,Ingenious,167
1114,Ingenious,474
1115,Ingenious,14
1116,Ingenious,72
1117,Ingenious,118
1118,Ingenious,106
1119,Ingenious,106
1120,Ingenious,123
1121,Ingenious,209
1122,Ingenious,14
1123,Ingenious,41
1124,Ingenious,11
1125,Ingenious,522
1126,Ingenious,363
1127,Ingenious,63
1128,Ingenious,182
1129,Ingenious,1162
1130,Ingenious,130
1131,Ingenious,102
1132,Ingenious,26
1133,Ingenious,35
1134,Ingenious,287
1135,Ingenious,65
1136,Ingenious,7
1137,Ingenious,17
1138,Ingenious,174
1139,Ingenious,387
1140,Ingenious,200
1141,Ingenious,5
1142,Ingenious,11
1143,Ingenious,96
1144,Ingenious,6
1145,Ingenious,38
1146,Ingenious,39
1147,Ingenious,13
1148,Ingenious,22
1149,Ingenious,5
1150,Ingenious,35
1151,Ingenious,110
1152,Ingenious,122
1153,Ingenious,59
1154,Ingenious,15
1155,Ingenious,81
1156,Ingenious,19
1157,Ingenious,54
1158,Ingenious,7
1159,Ingenious,10
1160,Ingenious,107
1161,Ingenious,45
1162,Ingenious,1142
1163,Ingenious,830
1164,Ingenious,113
1165,Ingenious,137
1166,Ingenious,31
1167,Ingenious,223
1168,Ingenious,211
1169,Ingenious,344
1170,Ingenious,471
1171,Ingenious,222
1172,Ingenious,138
1173,Ingenious,28
1174,Ingenious,182
1175,Ingenious,77
1176,Ingenious,325
1177,Ingenious,577
1178,Ingenious,147
1179,Ingenious,11
1180,Ingenious,23
1181,Ingenious,13
1182,Ingenious,365
1183,Ingenious,156
1184,Ingenious,108
1185,Ingenious,23
1186,Ingenious,903
1187,Ingenious,203
1188,Ingenious,10
1189,Ingenious,575
1190,Ingenious,277
1191,Ingenious,20
1192,Ingenious,28
1193,Ingenious,53
1194,Ingenious,198
1195,Ingenious,300
1196,Ingenious,140
1197,Ingenious,156
1198,Ingenious,89
1199,Ingenious,31
1200,Ingenious,298
1201,Ingenious,249
1202,Ingenious,23
1203,Ingenious,482
1204,Ingenious,32
1205,Ingenious,150
1206,Ingenious,85
1207,Ingenious,41
1208,Ingenious,12
1209,Ingenious,136
1210,Ingenious,227
1211,Ingenious,118
1212,Ingenious,147
1213,Ingenious,81
1214,Ingenious,111
1215,Ingenious,461
1216,Ingenious,188
1217,Ingenious,66
1218,Ingenious,201
1219,Ingenious,115
1220,Ingenious,132
1221,Ingenious,347
1222,Ingenious,69
1223,Ingenious,21
1224,Ingenious,46
1225,Ingenious,145
1226,Ingenious,15
1227,Ingenious,343
1228,Ingenious,216
1229,Ingenious,37
1230,Ingenious,369
1231,Ingenious,85
1232,Ingenious,178
1233,Ingenious,87
1234,Ingenious,51
1235,Ingenious,67
1236,Ingenious,259
1237,Ingenious,29
1238,Ingenious,26
1239,Ingenious,411
1240,Ingenious,34
1241,Ingenious,4
1242,Ingenious,669
1243,Ingenious,44
1244,Ingenious,57
1245,Ingenious,237
1246,Ingenious,3
1247,Ingenious,20
1248,Ingenious,71
1249,Ingenious,25
1250,Ingenious,79
1251,Ingenious,289
1252,Ingenious,147
1253,Ingenious,196
1254,Ingenious,335
1255,Ingenious,71
1256,Ingenious,40
1257,Ingenious,21
1258,Ingenious,140
1259,Ingenious,24
1260,Ingenious,76
1261,Ingenious,47
1262,Ingenious,44
1263,Ingenious,1
1264,Ingenious,72
1265,Ingenious,11
1266,Ingenious,354
1267,Ingenious,124
1268,Ingenious,108
1269,Ingenious,112
1270,Ingenious,26
1271,Ingenious,30
1272,Ingenious,111
1273,Ingenious,314
1274,Ingenious,56
1275,Ingenious,31
1276,Ingenious,378
1277,Ingenious,45
1278,Ingenious,21
1279,Ingenious,406
1280,Ingenious,149
1281,Ingenious,860
1282,Ingenious,29
1283,Ingenious,74
1284,Ingenious,46
1285,Ingenious,71
1286,Ingenious,77
1287,Ingenious,109
1288,Ingenious,250
1289,Ingenious,14
1290,Ingenious,25
1291,Ingenious,214
1292,Ingenious,434
1293,Ingenious,69
1294,Ingenious,189
1295,Ingenious,20
1296,Ingenious,23
1297,Ingenious,41
1298,Ingenious,656
1299,Ingenious,133
1300,Ingenious,29
1301,Ingenious,5
1302,Ingenious,27
1303,Ingenious,182
1304,Ingenious,454
1305,Ingenious,27
1306,Ingenious,101
1307,Ingenious,118
1308,Ingenious,21
1309,Ingenious,163
1310,Ingenious,297
1311,Ingenious,301
1312,Ingenious,91
1313,Ingenious,16
1314,Ingenious,20
1315,Ingenious,63
1316,Ingenious,72
1317,Ingenious,259
1318,Ingenious,144
1319,Ingenious,255
1320,Ingenious,25
1321,Ingenious,47
1322,Ingenious,14
1323,Ingenious,231
1324,Ingenious,1560
1325,Ingenious,36
1326,Ingenious,42
1327,Ingenious,26
1328,Ingenious,66
1329,Ingenious,40
1330,Ingenious,40
1331,Ingenious,37
1332,Ingenious,56
1333,Ingenious,75
1334,Ingenious,27
1335,Ingenious,7
1336,Ingenious,4
1337,Ingenious,109
1338,Ingenious,43
1339,Ingenious,48
1340,Ingenious,185
1341,Ingenious,274
1342,Ingenious,39
1343,Ingenious,25
1344,Ingenious,86
1345,Ingenious,9
1346,Ingenious,1428
1347,Ingenious,19
1348,Ingenious,45
1349,Ingenious,202
1350,Ingenious,14
1351,Ingenious,37
1352,Ingenious,70
1353,Ingenious,94
1354,Ingenious,157
1355,Ingenious,66
1356,Ingenious,127
1357,Ingenious,53
1358,Ingenious,117
1359,Ingenious,14
1360,Ingenious,186
1361,Ingenious,15
1362,Ingenious,44
1363,Ingenious,9
1364,Ingenious,359
1365,Ingenious,242
1366,Ingenious,15
1367,Ingenious,11
1368,Ingenious,17
1369,Ingenious,57
1370,Ingenious,18
1371,Ingenious,81
1372,Ingenious,47
1373,Ingenious,21
1374,Ingenious,2
1375,Ingenious,37
1376,Ingenious,21
1377,Ingenious,332
1378,Ingenious,79
1379,Ingenious,132
1380,Ingenious,12
1381,Ingenious,103
1382,Ingenious,322
1383,Ingenious,25
1384,Ingenious,192
1385,Ingenious,307
1386,Ingenious,377
1387,Ingenious,111
1388,Ingenious,13
1389,Ingenious,5
1390,Ingenious,104
1391,Ingenious,6
1392,Ingenious,341
1393,Ingenious,26
1394,Ingenious,85
1395,Ingenious,54
1396,Ingenious,13
1397,Ingenious,111
1398,Ingenious,93
1399,Ingenious,48
1400,Ingenious,6
1401,Ingenious,74
1402,Ingenious,23
1403,Ingenious,28
1404,Ingenious,26
1405,Ingenious,122
1406,Ingenious,113
1407,Ingenious,267
1408,Ingenious,15
1409,Ingenious,26
1410,Ingenious,76
1411,Ingenious,13
1412,Ingenious,0
1413,Ingenious,197
1414,Ingenious,55
1415,Ingenious,94
1416,Ingenious,101
1417,Ingenious,39
1418,Ingenious,125
1419,Ingenious,9
1420,Ingenious,18
1421,Ingenious,30
1422,Ingenious,5
1423,Ingenious,120
1424,Ingenious,122
1425,Ingenious,116
1426,Ingenious,32
1427,Ingenious,78
1428,Ingenious,3
1429,Ingenious,171
1430,Ingenious,173
1431,Ingenious,124
1432,Ingenious,89
1433,Ingenious,7
1434,Ingenious,238
1435,Ingenious,177
1436,Ingenious,438
1437,Ingenious,61
1438,Ingenious,280
1439,Ingenious,228
1440,Ingenious,5
1441,Ingenious,25
1442,Ingenious,97
1443,Ingenious,172
1444,Ingenious,111
1445,Ingenious,507
1446,Ingenious,59
1447,Ingenious,380
1448,Ingenious,729
1449,Ingenious,200
1450,Ingenious,668
1451,Ingenious,9
1452,Ingenious,109
1453,Ingenious,429
1454,Ingenious,214
1455,Ingenious,121
1456,Ingenious,6
1457,Ingenious,123
1458,Ingenious,33
1459,Ingenious,628
1460,Ingenious,37
1461,Ingenious,37
1462,Ingenious,87
1463,Ingenious,101
1464,Ingenious,298
1465,Ingenious,812
1466,Ingenious,40
1467,Ingenious,150
1468,Ingenious,42
1469,Ingenious,334
1470,Ingenious,93
1471,Ingenious,286
1472,Ingenious,39
1473,Ingenious,25
1474,Ingenious,136
1475,Ingenious,292
1476,Ingenious,35
1477,Ingenious,10
1478,Ingenious,38
1479,Ingenious,37
1480,Ingenious,8
1481,Ingenious,264
1482,Ingenious,69
1483,Ingenious,157
1484,Ingenious,9
1485,Ingenious,28
1486,Ingenious,69
1487,Ingenious,59
1488,Ingenious,182
1489,Ingenious,141
1490,Ingenious,462
1491,Ingenious,22
1492,Ingenious,71
1493,Ingenious,159
1494,Ingenious,5
1495,Ingenious,637
1496,Ingenious,44
1497,Ingenious,56
1498,Ingenious,8
1499,Ingenious,39
1500,Ingenious,43
1501,Ingenious,374
1502,Ingenious,559
1503,Ingenious,119
1504,Ingenious,37
1505,Ingenious,91
1506,Ingenious,514
1507,Ingenious,130
1508,Ingenious,23
1509,Ingenious,280
1510,Ingenious,15
1511,Ingenious,394
1512,Ingenious,26
1513,Ingenious,36
1514,Ingenious,120
1515,Ingenious,52
1516,Ingenious,63
1517,Ingenious,133
1518,Ingenious,116
1519,Ingenious,23
1520,Ingenious,69
1521,Ingenious,99
1522,Ingenious,61
1523,Ingenious,932
1524,Ingenious,15
1525,Ingenious,16
1526,Ingenious,8
1527,Ingenious,58
1528,Ingenious,97
1529,Ingenious,6
1530,Ingenious,157
1531,Ingenious,12
1532,Ingenious,71
1533,Ingenious,142
1534,Ingenious,69
1535,Ingenious,34
1536,Ingenious,72
1537,Ingenious,89
1538,Ingenious,41
1539,Ingenious,374
1540,Ingenious,52
1541,Ingenious,12
1542,Ingenious,195
1543,Ingenious,72
1544,Ingenious,464
1545,Ingenious,322
1546,Ingenious,36
1547,Ingenious,26
1548,Ingenious,43
1549,Ingenious,174
1550,Ingenious,280
1551,Ingenious,73
1552,Ingenious,173
1553,Ingenious,6
1554,Ingenious,39
1555,Ingenious,7
1556,Ingenious,76
1557,Ingenious,129
1558,Ingenious,18
1559,Ingenious,123
1560,Ingenious,207
1561,Ingenious,45
1562,Ingenious,173
1563,Ingenious,28
1564,Ingenious,119
1565,Ingenious,44
1566,Ingenious,18
1567,Ingenious,338
1568,Ingenious,144
1569,Ingenious,157
1570,Ingenious,23
1571,Ingenious,117
1572,Ingenious,510
1573,Ingenious,27
1574,Ingenious,342
1575,Ingenious,42
1576,Ingenious,54
1577,Ingenious,12
1578,Ingenious,18
1579,Ingenious,714
1580,Ingenious,47
1581,Ingenious,29
1582,Ingenious,155
1583,Ingenious,473
1584,Ingenious,68
1585,Ingenious,99
1586,Ingenious,154
1587,Ingenious,45
1588,Ingenious,118
1589,Ingenious,32
1590,Ingenious,163
1591,Ingenious,17
1592,Ingenious,814
1593,Ingenious,116
1594,Ingenious,18
1595,Ingenious,45
1596,Ingenious,57
1597,Ingenious,172
1598,Ingenious,17
1599,Ingenious,195
1600,Ingenious,47
1601,Ingenious,33
1602,Ingenious,12
1603,Ingenious,178
1604,Ingenious,44
1605,Ingenious,255
1606,Ingenious,21
1607,Ingenious,14
1608,Ingenious,116
1609,Ingenious,59
1610,Ingenious,105
1611,Ingenious,37
1612,Ingenious,57
1613,Ingenious,27
1614,Ingenious,5
1615,Ingenious,63
1616,Ingenious,63
1617,Ingenious,19
1618,Ingenious,186
1619,Ingenious,36
1620,Ingenious,243
1621,Ingenious,48
1622,Ingenious,26
1623,Ingenious,33
1624,Ingenious,28
1625,Ingenious,77
1626,Ingenious,115
1627,Ingenious,129
1628,Ingenious,105
1629,Ingenious,229
1630,Ingenious,64
1631,Ingenious,19
1632,Ingenious,370
1633,Ingenious,101
1634,Ingenious,86
1635,Ingenious,355
1636,Ingenious,55
1637,Ingenious,145
1638,Ingenious,162
1639,Ingenious,8
1640,Ingenious,174
1641,Ingenious,2
1642,Ingenious,127
1643,Ingenious,20
1644,Ingenious,8
1645,Ingenious,53
1646,Ingenious,171
1647,Ingenious,108
1648,Ingenious,87
1649,Ingenious,16
1650,Ingenious,72
1651,Ingenious,97
1652,Ingenious,21
1653,Ingenious,808
1654,Ingenious,70
1655,Ingenious,95
1656,Ingenious,224
1657,Ingenious,25
1658,Ingenious,453
1659,Ingenious,12
1660,Ingenious,26
1661,Ingenious,388
1662,Ingenious,25
1663,Ingenious,10
1664,Ingenious,383
1665,Ingenious,68
1666,Ingenious,167
1667,Ingenious,131
1668,Ingenious,26
1669,Ingenious,61
1670,Ingenious,68
1671,Ingenious,6
1672,Ingenious,93
1673,Ingenious,33
1674,Ingenious,266
1675,Ingenious,282
1676,Ingenious,32
1677,Ingenious,82
1678,Ingenious,18
1679,Ingenious,136
1680,Ingenious,177
1681,Ingenious,133
1682,Ingenious,98
1683,Ingenious,87
1684,Ingenious,33
1685,Ingenious,121
1686,Ingenious,82
1687,Ingenious,68
1688,Ingenious,82
1689,Ingenious,71
1690,Ingenious,77
1691,Ingenious,73
1692,Ingenious,11
1693,Ingenious,33
1694,Ingenious,1657
1695,Ingenious,405
1696,Ingenious,31
1697,Ingenious,121
1698,Ingenious,45
1699,Ingenious,77
1700,Ingenious,37
1701,Ingenious,75
1702,Ingenious,57
1703,Ingenious,17
1704,Ingenious,6
1705,Ingenious,89
1706,Ingenious,14
1707,Ingenious,97
1708,Ingenious,274
1709,Ingenious,40
1710,Ingenious,1105
1711,Ingenious,17
1712,Ingenious,23
1713,Ingenious,66
1714,Ingenious,45
1715,Ingenious,81
1716,Ingenious,32
1717,Ingenious,57
1718,Ingenious,109
1719,Ingenious,201
1720,Ingenious,89
1721,Ingenious,1
1722,Ingenious,49
1723,Ingenious,62
1724,Ingenious,22
1725,Ingenious,235
1726,Ingenious,60
1727,Ingenious,49
1728,Ingenious,291
1729,Ingenious,396
1730,Ingenious,387
1731,Ingenious,77
1732,Ingenious,38
1733,Ingenious,217
1734,Ingenious,355
1735,Ingenious,46
1736,Ingenious,141
1737,Ingenious,39
1738,Ingenious,147
1739,Ingenious,15
1740,Ingenious,430
1741,Ingenious,158
1742,Ingenious,73
1743,Ingenious,79
1744,Ingenious,12
1745,Ingenious,20
1746,Ingenious,196
1747,Ingenious,645
1748,Ingenious,27
1749,Ingenious,84
1750,Ingenious,36
1751,Ingenious,14
1752,Ingenious,16
1753,Ingenious,45
1754,Ingenious,8
1755,Ingenious,80
1756,Ingenious,33
1757,Ingenious,151
1758,Ingenious,200
1759,Ingenious,27
1760,Ingenious,150
1761,Ingenious,11
1762,Ingenious,251
1763,Ingenious,110
1764,Ingenious,4
1765,Ingenious,107
1766,Ingenious,47
1767,Ingenious,65
1768,Ingenious,78
1769,Ingenious,477
1770,Ingenious,444
1771,Ingenious,98
1772,Ingenious,6
1773,Ingenious,45
1774,Ingenious,44
1775,Ingenious,163
1776,Ingenious,697
1777,Ingenious,147
1778,Ingenious,9
1779,Ingenious,328
1780,Ingenious,23
1781,Ingenious,20
1782,Ingenious,195
1783,Ingenious,111
1784,Ingenious,40
1785,Ingenious,9
1786,Ingenious,281
1787,Ingenious,142
1788,Ingenious,503
1789,Ingenious,116
1790,Ingenious,71
1791,Ingenious,263
1792,Ingenious,159
1793,Ingenious,46
1794,Ingenious,5
1795,Ingenious,105
1796,Ingenious,23
1797,Ingenious,69
1798,Ingenious,194
1799,Ingenious,50
1800,Ingenious,137
1801,Ingenious,149
1802,Ingenious,17
1803,Ingenious,59
1804,Ingenious,57
1805,Ingenious,21
1806,Ingenious,11
1807,Ingenious,39
1808,Ingenious,107
1809,Ingenious,9
1810,Ingenious,93
1811,Ingenious,87
1812,Ingenious,123
1813,Ingenious,131
1814,Ingenious,385
1815,Ingenious,8
1816,Ingenious,17
1817,Ingenious,170
1818,Ingenious,245
1819,Ingenious,64
1820,Ingenious,74
1821,Ingenious,21
1822,Ingenious,317
1823,Ingenious,236
1824,Ingenious,12
1825,Ingenious,17
1826,Ingenious,38
1827,Ingenious,8
1828,Ingenious,22
1829,Ingenious,247
1830,Ingenious,39
1831,Ingenious,58
1832,Ingenious,26
1833,Ingenious,83
1834,Ingenious,39
1835,Ingenious,27
1836,Ingenious,37
1837,Ingenious,165
1838,Ingenious,16
1839,Ingenious,78
1840,Ingenious,374
1841,Ingenious,25
1842,Ingenious,626
1843,Ingenious,6
1844,Ingenious,6
1845,Ingenious,34
1846,Ingenious,28
1847,Ingenious,67
1848,Ingenious,22
1849,Ingenious,199
1850,Ingenious,13
1851,Ingenious,75
1852,Ingenious,15
1853,Ingenious,20
1854,Ingenious,60
1855,Ingenious,15
1856,Ingenious,15
1857,Ingenious,53
1858,Ingenious,418
1859,Ingenious,151
1860,Ingenious,13
1861,Ingenious,166
1862,Ingenious,80
1863,Ingenious,49
1864,Ingenious,21
1865,Ingenious,98
1866,Ingenious,305
1867,Ingenious,2
1868,Ingenious,808
1869,Ingenious,40
1870,Ingenious,20
1871,Ingenious,48
1872,Ingenious,62
1873,Ingenious,58
1874,Ingenious,5
1875,Ingenious,23
1876,Ingenious,127
1877,Ingenious,56
1878,Ingenious,74
1879,Ingenious,4
1880,Ingenious,428
1881,Ingenious,33
1882,Ingenious,25
1883,Ingenious,31
1884,Ingenious,144
1885,Ingenious,262
1886,Ingenious,45
1887,Ingenious,103
1888,Ingenious,107
1889,Ingenious,986
1890,Ingenious,6
1891,Ingenious,279
1892,Ingenious,53
1893,Ingenious,10
1894,Ingenious,6
1895,Ingenious,303
1896,Ingenious,2
1897,Ingenious,231
1898,Ingenious,10
1899,Ingenious,37
1900,Ingenious,168
1901,Ingenious,30
1902,Ingenious,7
1903,Ingenious,190
1904,Ingenious,28
1905,Ingenious,8
1906,Ingenious,29
1907,Ingenious,16
1908,Ingenious,4
1909,Ingenious,45
1910,Ingenious,421
1911,Ingenious,207
1912,Ingenious,50
1913,Ingenious,729
1914,Ingenious,415
1915,Ingenious,276
1916,Ingenious,316
1917,Ingenious,317
1918,Ingenious,9
1919,Ingenious,23
1920,Ingenious,7
1921,Ingenious,167
1922,Ingenious,45
1923,Ingenious,5
1924,Ingenious,70
1925,Ingenious,186
1926,Ingenious,11
1927,Ingenious,501
1928,Ingenious,189
1929,Ingenious,211
1930,Ingenious,32
1931,Ingenious,22
1932,Ingenious,228
1933,Ingenious,11
1934,Ingenious,227
1935,Ingenious,113
1936,Ingenious,1
1937,Ingenious,20
1938,Ingenious,982
1939,Ingenious,547
1940,Ingenious,190
1941,Ingenious,215
1942,Ingenious,30
1943,Ingenious,202
1944,Ingenious,108
1945,Ingenious,30
1946,Ingenious,43
1947,Ingenious,40
1948,Ingenious,11
1949,Ingenious,8
1950,Ingenious,32
1951,Ingenious,158
1952,Ingenious,316
1953,Ingenious,47
1954,Ingenious,80
1955,Ingenious,9
1956,Ingenious,16
1957,Ingenious,716
1958,Ingenious,42
1959,Ingenious,23
1960,Ingenious,41
1961,Ingenious,14
1962,Ingenious,101
1963,Ingenious,46
